selected_value,w_efficiency,w_fairness,w_exploration,reversibility_loss_total,energy
exploration,0.25,0.7599999999999998,0.5200000000000016,0.1,96.0
exploration,0.25,0.7599999999999998,0.5250000000000016,0.1,95.0
exploration,0.25,0.7599999999999998,0.5000000000000016,0.1,94.0
efficiency,0.255,0.7599999999999998,0.5000000000000016,0.1,93.0
fairness,0.255,0.7549999999999998,0.5000000000000016,0.1,92.0
fairness,0.255,0.7499999999999998,0.5000000000000016,0.1,91.0
fairness,0.255,0.7549999999999998,0.5000000000000016,0.1,90.0
fairness,0.255,0.7499999999999998,0.5000000000000016,0.1,89.0
exploration,0.255,0.7499999999999998,0.49500000000000155,0.1,88.0
fairness,0.255,0.7249999999999998,0.49500000000000155,0.1,87.0
fairness,0.255,0.7399999999999998,0.49500000000000155,0.1,86.0
exploration,0.255,0.7399999999999998,0.48000000000000154,0.1,85.0
fairness,0.255,0.7449999999999998,0.48000000000000154,0.1,84.0
exploration,0.255,0.7449999999999998,0.4550000000000015,0.1,83.0
exploration,0.255,0.7449999999999998,0.4700000000000015,0.1,82.0
exploration,0.255,0.7449999999999998,0.4550000000000015,0.1,81.0
exploration,0.255,0.7449999999999998,0.4500000000000015,0.1,80.0
fairness,0.255,0.7299999999999998,0.4500000000000015,0.1,99.0
exploration,0.255,0.7299999999999998,0.4450000000000015,0.1,98.0
fairness,0.255,0.7249999999999998,0.4450000000000015,0.1,97.0
efficiency,0.25,0.7249999999999998,0.4450000000000015,0.1,96.0
fairness,0.25,0.7299999999999998,0.4450000000000015,0.1,95.0
fairness,0.25,0.7149999999999997,0.4450000000000015,0.1,94.0
fairness,0.25,0.7199999999999998,0.4450000000000015,0.1,93.0
fairness,0.25,0.7049999999999997,0.4450000000000015,0.1,92.0
fairness,0.25,0.6999999999999997,0.4450000000000015,0.1,91.0
fairness,0.25,0.6949999999999997,0.4450000000000015,0.1,90.0
exploration,0.25,0.6949999999999997,0.4400000000000015,0.1,89.0
efficiency,0.25,0.6949999999999997,0.4400000000000015,0.1,88.0
fairness,0.25,0.7099999999999997,0.4400000000000015,0.1,87.0
exploration,0.25,0.7099999999999997,0.40500000000000147,0.1,86.0
fairness,0.25,0.7149999999999997,0.40500000000000147,0.1,85.0
exploration,0.25,0.7149999999999997,0.40000000000000147,0.1,84.0
efficiency,0.25,0.7149999999999997,0.40000000000000147,0.1,83.0
efficiency,0.255,0.7149999999999997,0.40000000000000147,0.1,82.0
efficiency,0.25,0.7149999999999997,0.40000000000000147,0.1,81.0
fairness,0.25,0.7299999999999998,0.40000000000000147,0.1,80.0
efficiency,0.25,0.7299999999999998,0.40000000000000147,0.1,99.0
efficiency,0.25,0.7299999999999998,0.40000000000000147,0.1,98.0
efficiency,0.25,0.7299999999999998,0.40000000000000147,0.1,97.0
fairness,0.25,0.7249999999999998,0.40000000000000147,0.1,96.0
efficiency,0.25,0.7249999999999998,0.40000000000000147,0.1,95.0
fairness,0.25,0.7299999999999998,0.40000000000000147,0.1,94.0
fairness,0.25,0.7149999999999997,0.40000000000000147,0.1,93.0
fairness,0.25,0.7199999999999998,0.40000000000000147,0.1,92.0
efficiency,0.25,0.7199999999999998,0.40000000000000147,0.1,91.0
exploration,0.25,0.7199999999999998,0.4150000000000015,0.1,90.0
fairness,0.25,0.7149999999999997,0.4150000000000015,0.1,89.0
fairness,0.25,0.6999999999999997,0.4150000000000015,0.1,88.0
efficiency,0.25,0.6999999999999997,0.4150000000000015,0.1,87.0
fairness,0.25,0.7049999999999997,0.4150000000000015,0.1,86.0
efficiency,0.25,0.7049999999999997,0.4150000000000015,0.1,85.0
exploration,0.25,0.7049999999999997,0.40000000000000147,0.1,84.0
exploration,0.25,0.7049999999999997,0.39500000000000146,0.1,83.0
exploration,0.25,0.7049999999999997,0.40000000000000147,0.1,82.0
fairness,0.25,0.6899999999999997,0.40000000000000147,0.1,81.0
fairness,0.25,0.6849999999999997,0.40000000000000147,0.1,80.0
fairness,0.25,0.6699999999999997,0.40000000000000147,0.1,99.0
fairness,0.25,0.6649999999999997,0.40000000000000147,0.1,98.0
fairness,0.25,0.6599999999999997,0.40000000000000147,0.1,97.0
exploration,0.25,0.6599999999999997,0.38500000000000145,0.1,96.0
efficiency,0.25,0.6599999999999997,0.38500000000000145,0.1,95.0
efficiency,0.255,0.6599999999999997,0.38500000000000145,0.1,94.0
exploration,0.255,0.6599999999999997,0.38000000000000145,0.1,93.0
fairness,0.255,0.6449999999999997,0.38000000000000145,0.1,92.0
fairness,0.255,0.6399999999999997,0.38000000000000145,0.1,91.0
efficiency,0.25,0.6399999999999997,0.38000000000000145,0.1,90.0
fairness,0.25,0.6549999999999997,0.38000000000000145,0.1,89.0
fairness,0.25,0.6399999999999997,0.38000000000000145,0.1,88.0
efficiency,0.25,0.6399999999999997,0.38000000000000145,0.1,87.0
efficiency,0.25,0.6399999999999997,0.38000000000000145,0.1,86.0
fairness,0.25,0.6449999999999997,0.38000000000000145,0.1,85.0
efficiency,0.25,0.6449999999999997,0.38000000000000145,0.1,84.0
fairness,0.25,0.6499999999999997,0.38000000000000145,0.1,83.0
efficiency,0.25,0.6499999999999997,0.38000000000000145,0.1,82.0
fairness,0.25,0.6549999999999997,0.38000000000000145,0.1,81.0
efficiency,0.25,0.6549999999999997,0.38000000000000145,0.1,80.0
exploration,0.25,0.6549999999999997,0.36500000000000143,0.1,99.0
fairness,0.25,0.6499999999999997,0.36500000000000143,0.1,98.0
fairness,0.25,0.6449999999999997,0.36500000000000143,0.1,97.0
fairness,0.25,0.6399999999999997,0.36500000000000143,0.1,96.0
fairness,0.25,0.6349999999999997,0.36500000000000143,0.1,95.0
fairness,0.25,0.6199999999999997,0.36500000000000143,0.1,94.0
exploration,0.25,0.6199999999999997,0.36000000000000143,0.1,93.0
exploration,0.25,0.6199999999999997,0.3550000000000014,0.1,92.0
fairness,0.25,0.6149999999999997,0.3550000000000014,0.1,91.0
fairness,0.25,0.6099999999999997,0.3550000000000014,0.1,90.0
fairness,0.25,0.6049999999999996,0.3550000000000014,0.1,89.0
exploration,0.25,0.6049999999999996,0.3400000000000014,0.1,88.0
fairness,0.25,0.5999999999999996,0.3400000000000014,0.1,87.0
fairness,0.25,0.5949999999999996,0.3400000000000014,0.1,86.0
exploration,0.25,0.5949999999999996,0.3350000000000014,0.1,85.0
exploration,0.25,0.5949999999999996,0.3300000000000014,0.1,84.0
efficiency,0.255,0.5949999999999996,0.3300000000000014,0.1,83.0
efficiency,0.25,0.5949999999999996,0.3300000000000014,0.1,82.0
efficiency,0.25,0.5949999999999996,0.3300000000000014,0.1,81.0
efficiency,0.25,0.5949999999999996,0.3300000000000014,0.1,80.0
efficiency,0.25,0.5949999999999996,0.3300000000000014,0.1,99.0
efficiency,0.25,0.5949999999999996,0.3300000000000014,0.1,98.0
efficiency,0.25,0.5949999999999996,0.3300000000000014,0.1,97.0
exploration,0.25,0.5949999999999996,0.3250000000000014,0.1,96.0
efficiency,0.25,0.5949999999999996,0.3250000000000014,0.1,95.0
efficiency,0.25,0.5949999999999996,0.3250000000000014,0.1,94.0
exploration,0.25,0.5949999999999996,0.3300000000000014,0.1,93.0
efficiency,0.25,0.5949999999999996,0.3300000000000014,0.1,92.0
fairness,0.25,0.6099999999999997,0.3300000000000014,0.1,91.0
exploration,0.25,0.6099999999999997,0.3150000000000014,0.1,90.0
efficiency,0.25,0.6099999999999997,0.3150000000000014,0.1,89.0
exploration,0.25,0.6099999999999997,0.3100000000000014,0.1,88.0
efficiency,0.25,0.6099999999999997,0.3100000000000014,0.1,87.0
fairness,0.25,0.6049999999999996,0.3100000000000014,0.1,86.0
exploration,0.25,0.6049999999999996,0.29500000000000137,0.1,85.0
fairness,0.25,0.6199999999999997,0.29500000000000137,0.1,84.0
fairness,0.25,0.6149999999999997,0.29500000000000137,0.1,83.0
exploration,0.25,0.6149999999999997,0.29000000000000137,0.1,82.0
efficiency,0.25,0.6149999999999997,0.29000000000000137,0.1,81.0
fairness,0.25,0.6199999999999997,0.29000000000000137,0.1,80.0
fairness,0.25,0.6049999999999996,0.29000000000000137,0.1,99.0
fairness,0.25,0.5999999999999996,0.29000000000000137,0.1,98.0
efficiency,0.25,0.5999999999999996,0.29000000000000137,0.1,97.0
efficiency,0.255,0.5999999999999996,0.29000000000000137,0.1,96.0
fairness,0.255,0.5949999999999996,0.29000000000000137,0.1,95.0
efficiency,0.25,0.5949999999999996,0.29000000000000137,0.1,94.0
fairness,0.25,0.5999999999999996,0.29000000000000137,0.1,93.0
efficiency,0.25,0.5999999999999996,0.29000000000000137,0.1,92.0
fairness,0.25,0.6149999999999997,0.29000000000000137,0.1,91.0
fairness,0.25,0.5999999999999996,0.29000000000000137,0.1,90.0
efficiency,0.25,0.5999999999999996,0.29000000000000137,0.1,89.0
fairness,0.25,0.5949999999999996,0.29000000000000137,0.1,88.0
efficiency,0.25,0.5949999999999996,0.29000000000000137,0.1,87.0
efficiency,0.25,0.5949999999999996,0.29000000000000137,0.1,86.0
exploration,0.25,0.5949999999999996,0.29500000000000137,0.1,85.0
fairness,0.25,0.5999999999999996,0.29500000000000137,0.1,84.0
efficiency,0.25,0.5999999999999996,0.29500000000000137,0.1,83.0
efficiency,0.25,0.5999999999999996,0.29500000000000137,0.1,82.0
efficiency,0.25,0.5999999999999996,0.29500000000000137,0.1,81.0
efficiency,0.25,0.5999999999999996,0.29500000000000137,0.1,80.0
fairness,0.25,0.5849999999999996,0.29500000000000137,0.1,99.0
fairness,0.25,0.5799999999999996,0.29500000000000137,0.1,98.0
exploration,0.25,0.5799999999999996,0.29000000000000137,0.1,97.0
exploration,0.25,0.5799999999999996,0.27500000000000135,0.1,96.0
exploration,0.25,0.5799999999999996,0.27000000000000135,0.1,95.0
efficiency,0.25,0.5799999999999996,0.27000000000000135,0.1,94.0
exploration,0.25,0.5799999999999996,0.25500000000000134,0.1,93.0
efficiency,0.255,0.5799999999999996,0.25500000000000134,0.1,92.0
fairness,0.255,0.5849999999999996,0.25500000000000134,0.1,91.0
exploration,0.255,0.5849999999999996,0.25000000000000133,0.1,90.0
fairness,0.255,0.5699999999999996,0.25000000000000133,0.1,89.0
exploration,0.255,0.5699999999999996,0.25500000000000134,0.1,88.0
exploration,0.255,0.5699999999999996,0.25000000000000133,0.1,87.0
efficiency,0.25,0.5699999999999996,0.25000000000000133,0.1,86.0
efficiency,0.25,0.5699999999999996,0.25000000000000133,0.1,85.0
efficiency,0.25,0.5699999999999996,0.25000000000000133,0.1,84.0
exploration,0.25,0.5699999999999996,0.26500000000000135,0.1,83.0
fairness,0.25,0.5649999999999996,0.26500000000000135,0.1,82.0
exploration,0.25,0.5649999999999996,0.25000000000000133,0.1,81.0
exploration,0.25,0.5649999999999996,0.25,0.1,80.0
fairness,0.25,0.5499999999999996,0.25,0.1,99.0
fairness,0.25,0.5449999999999996,0.25,0.1,98.0
exploration,0.25,0.5449999999999996,0.25,0.1,97.0
fairness,0.25,0.5399999999999996,0.25,0.1,96.0
fairness,0.25,0.5349999999999996,0.25,0.1,95.0
exploration,0.25,0.5349999999999996,0.25,0.1,94.0
fairness,0.25,0.5199999999999996,0.25,0.1,93.0
fairness,0.25,0.5149999999999996,0.25,0.1,92.0
fairness,0.25,0.5099999999999996,0.25,0.1,91.0
fairness,0.25,0.5049999999999996,0.25,0.1,90.0
efficiency,0.25,0.5049999999999996,0.25,0.1,89.0
efficiency,0.25,0.5049999999999996,0.25,0.1,88.0
fairness,0.25,0.5199999999999996,0.25,0.1,87.0
fairness,0.25,0.5049999999999996,0.25,0.1,86.0
fairness,0.25,0.48999999999999955,0.25,0.1,85.0
exploration,0.25,0.48999999999999955,0.25,0.1,84.0
efficiency,0.255,0.48999999999999955,0.25,0.1,83.0
exploration,0.255,0.48999999999999955,0.25,0.1,82.0
fairness,0.255,0.5049999999999996,0.25,0.1,81.0
exploration,0.255,0.5049999999999996,0.25,0.1,80.0
exploration,0.255,0.5049999999999996,0.25,0.1,99.0
exploration,0.255,0.5049999999999996,0.25,0.1,98.0
efficiency,0.25,0.5049999999999996,0.25,0.1,97.0
exploration,0.25,0.5049999999999996,0.25,0.1,96.0
efficiency,0.255,0.5049999999999996,0.25,0.1,95.0
exploration,0.255,0.5049999999999996,0.25,0.1,94.0
exploration,0.255,0.5049999999999996,0.25,0.1,93.0
efficiency,0.25,0.5049999999999996,0.25,0.1,92.0
fairness,0.25,0.5099999999999996,0.25,0.1,91.0
fairness,0.25,0.49499999999999955,0.25,0.1,90.0
fairness,0.25,0.49999999999999956,0.25,0.1,89.0
fairness,0.25,0.48499999999999954,0.25,0.1,88.0
fairness,0.25,0.47999999999999954,0.25,0.1,87.0
fairness,0.25,0.47499999999999953,0.25,0.1,86.0
fairness,0.25,0.46999999999999953,0.25,0.1,85.0
fairness,0.25,0.4649999999999995,0.25,0.1,84.0
exploration,0.25,0.4649999999999995,0.25,0.1,83.0
fairness,0.25,0.4599999999999995,0.25,0.1,82.0
exploration,0.25,0.4599999999999995,0.25,0.1,81.0
exploration,0.25,0.4599999999999995,0.255,0.1,80.0
fairness,0.25,0.4449999999999995,0.255,0.1,99.0
efficiency,0.25,0.4449999999999995,0.255,0.1,98.0
exploration,0.25,0.4449999999999995,0.25,0.1,97.0
efficiency,0.25,0.4449999999999995,0.25,0.1,96.0
fairness,0.25,0.4499999999999995,0.25,0.1,95.0
efficiency,0.25,0.4499999999999995,0.25,0.1,94.0
fairness,0.25,0.4649999999999995,0.25,0.1,93.0
exploration,0.25,0.4649999999999995,0.25,0.1,92.0
fairness,0.25,0.4599999999999995,0.25,0.1,91.0
fairness,0.25,0.4549999999999995,0.25,0.1,90.0
efficiency,0.25,0.4549999999999995,0.25,0.1,89.0
exploration,0.25,0.4549999999999995,0.255,0.1,88.0
efficiency,0.25,0.4549999999999995,0.255,0.1,87.0
exploration,0.25,0.4549999999999995,0.27,0.1,86.0
exploration,0.25,0.4549999999999995,0.255,0.1,85.0
fairness,0.25,0.4599999999999995,0.255,0.1,84.0
exploration,0.25,0.4599999999999995,0.25,0.1,83.0
fairness,0.25,0.4649999999999995,0.25,0.1,82.0
fairness,0.25,0.4499999999999995,0.25,0.1,81.0
exploration,0.25,0.4499999999999995,0.25,0.1,80.0
